YEAR,LEVEL,REGION,SECTOR,GRADE,GENDER,S. ENROLLED, PANDEMIC ,STRANDS
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,F,741,N,HUMSS
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,F,"1,238",N,HUMSS
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,F,"2,550",N,HUMSS
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,F,"3,795",N,HUMSS
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,F,"1,312",N,HUMSS
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,F,"1,491",N,HUMSS
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,F,"2,222",N,HUMSS
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,F,"3,535",N,HUMSS
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,F,"3,083",N,HUMSS
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,F,"1,271",N,HUMSS
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,F,827,N,HUMSS
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,F,"1,771",N,HUMSS
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,F,"10,552",N,HUMSS
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,M,"2,888",N,STEM
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,M,"1,878",N,STEM
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,M,"9,664",N,STEM
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,M,"16,614",N,STEM
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,M,924,N,STEM
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,M,"1,981",N,STEM
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,M,"3,916",N,STEM
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,M,"6,584",N,STEM
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,M,"1,353",N,STEM
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,M,"1,478",N,STEM
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,M,"2,217",N,STEM
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,M,"2,824",N,STEM
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,M,"2,149",N,STEM
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,M,656,N,STEM
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,M,406,N,STEM
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,M,"1,879",N,STEM
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,M,"17,745",N,STEM
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,F,"2,632",N,STEM
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,F,"2,205",N,STEM
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,F,"8,199",N,STEM
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,F,"12,774",N,STEM
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,F,828,N,STEM
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,F,"1,658",N,STEM
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,F,"4,502",N,STEM
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,F,"5,750",N,STEM
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,F,"1,305",N,STEM
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,F,"1,785",N,STEM
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,F,"2,081",N,STEM
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,F,"3,284",N,STEM
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,F,"2,259",N,STEM
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,F,793,N,STEM
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,F,614,N,STEM
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,F,"2,248",N,STEM
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,F,"13,651",N,STEM
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,M,"2,116",N,GAS
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,M,"1,578",N,GAS
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,M,"5,707",N,GAS
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,M,"6,504",N,GAS
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,M,"1,489",N,GAS
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,M,"2,383",N,GAS
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,M,"1,995",N,GAS
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,M,"3,976",N,GAS
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,M,893,N,GAS
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,M,"1,276",N,GAS
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,M,"1,939",N,GAS
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,M,"1,918",N,GAS
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,M,"1,269",N,GAS
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,M,975,N,GAS
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,M,881,N,GAS
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,M,501,N,GAS
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,M,"6,924",N,GAS
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,F,"2,080",N,GAS
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,F,"1,638",N,GAS
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,F,"5,655",N,GAS
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,F,"6,194",N,GAS
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,F,"1,649",N,GAS
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,F,"2,760",N,GAS
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,F,"1,945",N,GAS
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,F,"4,467",N,GAS
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,F,"1,099",N,GAS
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,F,"1,540",N,GAS
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,F,"2,346",N,GAS
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,F,"1,963",N,GAS
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,F,"1,440",N,GAS
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,F,"1,172",N,GAS
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,F,"1,432",N,GAS
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,F,512,N,GAS
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,F,"7,084",N,GAS
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,M,194,N,MARITIME
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,M,163,N,MARITIME
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,M,440,N,MARITIME
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,M,146,N,MARITIME
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,M,308,N,MARITIME
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,M,218,N,MARITIME
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,M,"2,302",N,MARITIME
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,M,730,N,MARITIME
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,M,0,N,MARITIME
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,M,0,N,MARITIME
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,M,466,N,MARITIME
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,M,116,N,MARITIME
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,M,0,N,MARITIME
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,M,29,N,MARITIME
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,M,0,N,MARITIME
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,M,0,N,MARITIME
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,M,247,N,MARITIME
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,F,8,N,MARITIME
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,F,11,N,MARITIME
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,F,18,N,MARITIME
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,F,3,N,MARITIME
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,F,28,N,MARITIME
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,F,7,N,MARITIME
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,F,45,N,MARITIME
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,F,41,N,MARITIME
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,F,0,N,MARITIME
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,F,0,N,MARITIME
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,F,18,N,MARITIME
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,F,9,N,MARITIME
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,F,0,N,MARITIME
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,F,0,N,MARITIME
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,F,0,N,MARITIME
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,F,0,N,MARITIME
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,F,10,N,MARITIME
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,M,"2,672",N,TVL
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,M,"1,094",N,TVL
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,M,"13,582",N,TVL
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,M,"17,679",N,TVL
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,M,"1,765",N,TVL
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,M,"3,923",N,TVL
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,M,"3,567",N,TVL
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,M,"6,365",N,TVL
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,M,"1,986",N,TVL
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,M,"2,803",N,TVL
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,M,"3,144",N,TVL
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,M,"5,566",N,TVL
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,M,"3,249",N,TVL
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,M,"1,833",N,TVL
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,M,586,N,TVL
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,M,"1,420",N,TVL
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,M,"18,480",N,TVL
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,F,"1,892",N,TVL
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,F,828,N,TVL
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,F,"11,242",N,TVL
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,F,"14,807",N,TVL
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,F,"1,558",N,TVL
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,F,"3,550",N,TVL
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,F,"3,649",N,TVL
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,F,"6,103",N,TVL
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,F,"1,744",N,TVL
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,F,"2,557",N,TVL
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,F,"2,906",N,TVL
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,F,"4,351",N,TVL
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,F,"2,019",N,TVL
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,F,"1,609",N,TVL
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,F,734,N,TVL
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,F,"1,021",N,TVL
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,F,"16,418",N,TVL
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,M,0,N,SPORTS
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,M,6,N,SPORTS
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,M,6,N,SPORTS
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,M,99,N,SPORTS
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,M,0,N,SPORTS
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,M,16,N,SPORTS
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,M,9,N,SPORTS
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,M,1,N,SPORTS
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,M,0,N,SPORTS
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,M,0,N,SPORTS
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,M,6,N,SPORTS
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,M,0,N,SPORTS
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,M,10,N,SPORTS
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,M,0,N,SPORTS
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,M,0,N,SPORTS
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,M,11,N,SPORTS
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,M,146,N,SPORTS
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,F,0,N,SPORTS
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,F,3,N,SPORTS
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,F,7,N,SPORTS
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,F,38,N,SPORTS
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,F,0,N,SPORTS
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,F,12,N,SPORTS
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,F,5,N,SPORTS
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,F,1,N,SPORTS
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,F,0,N,SPORTS
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,F,0,N,SPORTS
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,F,8,N,SPORTS
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,F,0,N,SPORTS
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,F,4,N,SPORTS
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,F,0,N,SPORTS
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,F,0,N,SPORTS
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,F,5,N,SPORTS
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,F,78,N,SPORTS
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,M,4,N,ARTs & DESIGN
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,M,20,N,ARTs & DESIGN
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,M,127,N,ARTs & DESIGN
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,M,219,N,ARTs & DESIGN
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,M,0,N,ARTs & DESIGN
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,M,37,N,ARTs & DESIGN
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,M,108,N,ARTs & DESIGN
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,M,80,N,ARTs & DESIGN
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,M,0,N,ARTs & DESIGN
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,M,4,N,ARTs & DESIGN
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,M,17,N,ARTs & DESIGN
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,M,18,N,ARTs & DESIGN
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,M,2,N,ARTs & DESIGN
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,M,11,N,ARTs & DESIGN
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,M,0,N,ARTs & DESIGN
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,M,18,N,ARTs & DESIGN
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,M,471,N,ARTs & DESIGN
2018-2019,SHS, Region I - Ilocos Region ,PRIVATE,12,F,9,N,ARTs & DESIGN
2018-2019,SHS, Region II - Cagayan Valley ,PRIVATE,12,F,12,N,ARTs & DESIGN
2018-2019,SHS, Region III - Central Luzon ,PRIVATE,12,F,93,N,ARTs & DESIGN
2018-2019,SHS, Region IV-A - CALABARZON ,PRIVATE,12,F,314,N,ARTs & DESIGN
2018-2019,SHS, Region IV-B - MIMAROPA ,PRIVATE,12,F,0,N,ARTs & DESIGN
2018-2019,SHS, Region V - Bicol Region ,PRIVATE,12,F,42,N,ARTs & DESIGN
2018-2019,SHS, Region VI - Western Visayas ,PRIVATE,12,F,137,N,ARTs & DESIGN
2018-2019,SHS, Region VII - Central Visayas ,PRIVATE,12,F,133,N,ARTs & DESIGN
2018-2019,SHS, Region VIII - Eastern Visayas ,PRIVATE,12,F,0,N,ARTs & DESIGN
2018-2019,SHS, Region IX - Zamboanga Peninsula ,PRIVATE,12,F,4,N,ARTs & DESIGN
2018-2019,SHS, Region X - Northern Mindanao ,PRIVATE,12,F,24,N,ARTs & DESIGN
2018-2019,SHS, Region XI - Davao Region ,PRIVATE,12,F,36,N,ARTs & DESIGN
2018-2019,SHS, Region XII - Soccsksargen ,PRIVATE,12,F,5,N,ARTs & DESIGN
2018-2019,SHS, CARAGA - CARAGA ,PRIVATE,12,F,9,N,ARTs & DESIGN
2018-2019,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,12,F,0,N,ARTs & DESIGN
2018-2019,SHS, CAR - Cordillera Administrative Region ,PRIVATE,12,F,33,N,ARTs & DESIGN
2018-2019,SHS, NCR - National Capital Region ,PRIVATE,12,F,857,N,ARTs & DESIGN
2019-2020,SHS, Region I - Ilocos Region ,PUBLIC,11,M,"1,298",Y,ABM
2019-2020,SHS, Region II - Cagayan Valley ,PUBLIC,11,M,832,Y,ABM
2019-2020,SHS, Region III - Central Luzon ,PUBLIC,11,M,"3,075",Y,ABM
2019-2020,SHS, Region IV-A - CALABARZON ,PUBLIC,11,M,"4,195",Y,ABM
2019-2020,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,M,773,Y,ABM
2019-2020,SHS, Region V - Bicol Region ,PUBLIC,11,M,"1,174",Y,ABM
2019-2020,SHS, Region VI - Western Visayas ,PUBLIC,11,M,"1,673",Y,ABM
2019-2020,SHS, Region VII - Central Visayas ,PUBLIC,11,M,"1,291",Y,ABM
2019-2020,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,M,"1,068",Y,ABM
2019-2020,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,M,570,Y,ABM
2019-2020,SHS, Region X - Northern Mindanao ,PUBLIC,11,M,834,Y,ABM
2019-2020,SHS, Region XI - Davao Region ,PUBLIC,11,M,574,Y,ABM
2019-2020,SHS, Region XII - Soccsksargen ,PUBLIC,11,M,724,Y,ABM
2019-2020,SHS, CARAGA - CARAGA ,PUBLIC,11,M,604,Y,ABM
2019-2020,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,M,356,Y,ABM
2019-2020,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,M,327,Y,ABM
2019-2020,SHS, NCR - National Capital Region ,PUBLIC,11,M,"2,593",Y,ABM
2019-2020,SHS, Region I - Ilocos Region ,PUBLIC,11,F,"3,817",Y,ABM
2019-2020,SHS, Region II - Cagayan Valley ,PUBLIC,11,F,"2,055",Y,ABM
2019-2020,SHS, Region III - Central Luzon ,PUBLIC,11,F,"7,265",Y,ABM
2019-2020,SHS, Region IV-A - CALABARZON ,PUBLIC,11,F,"9,425",Y,ABM
2019-2020,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,F,"1,801",Y,ABM
2019-2020,SHS, Region V - Bicol Region ,PUBLIC,11,F,"3,310",Y,ABM
2019-2020,SHS, Region VI - Western Visayas ,PUBLIC,11,F,"5,040",Y,ABM
2019-2020,SHS, Region VII - Central Visayas ,PUBLIC,11,F,"3,502",Y,ABM
2019-2020,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,F,"2,576",Y,ABM
2019-2020,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,F,"1,652",Y,ABM
2019-2020,SHS, Region X - Northern Mindanao ,PUBLIC,11,F,"2,462",Y,ABM
2019-2020,SHS, Region XI - Davao Region ,PUBLIC,11,F,"1,577",Y,ABM
2019-2020,SHS, Region XII - Soccsksargen ,PUBLIC,11,F,"2,096",Y,ABM
2019-2020,SHS, CARAGA - CARAGA ,PUBLIC,11,F,"1,278",Y,ABM
2019-2020,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,F,522,Y,ABM
2019-2020,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,F,847,Y,ABM
2019-2020,SHS, NCR - National Capital Region ,PUBLIC,11,F,"5,483",Y,ABM
2019-2020,SHS, Region I - Ilocos Region ,PUBLIC,11,M,"6,076",Y,HUMSS
2019-2020,SHS, Region II - Cagayan Valley ,PUBLIC,11,M,"4,841",Y,HUMSS
2019-2020,SHS, Region III - Central Luzon ,PUBLIC,11,M,"8,219",Y,HUMSS
2019-2020,SHS, Region IV-A - CALABARZON ,PUBLIC,11,M,"12,195",Y,HUMSS
2019-2020,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,M,"3,772",Y,HUMSS
2019-2020,SHS, Region V - Bicol Region ,PUBLIC,11,M,"2,760",Y,HUMSS
2019-2020,SHS, Region VI - Western Visayas ,PUBLIC,11,M,"10,299",Y,HUMSS
2019-2020,SHS, Region VII - Central Visayas ,PUBLIC,11,M,"4,960",Y,HUMSS
2019-2020,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,M,"5,965",Y,HUMSS
2019-2020,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,M,"2,818",Y,HUMSS
2019-2020,SHS, Region X - Northern Mindanao ,PUBLIC,11,M,"3,826",Y,HUMSS
2019-2020,SHS, Region XI - Davao Region ,PUBLIC,11,M,"2,554",Y,HUMSS
2019-2020,SHS, Region XII - Soccsksargen ,PUBLIC,11,M,"6,315",Y,HUMSS
2019-2020,SHS, CARAGA - CARAGA ,PUBLIC,11,M,"1,745",Y,HUMSS
2019-2020,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,M,942,Y,HUMSS
2019-2020,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,M,"1,890",Y,HUMSS
2019-2020,SHS, NCR - National Capital Region ,PUBLIC,11,M,"3,853",Y,HUMSS
2019-2020,SHS, Region I - Ilocos Region ,PUBLIC,11,F,"6,782",Y,HUMSS
2019-2020,SHS, Region II - Cagayan Valley ,PUBLIC,11,F,"5,372",Y,HUMSS
2019-2020,SHS, Region III - Central Luzon ,PUBLIC,11,F,"10,645",Y,HUMSS
2019-2020,SHS, Region IV-A - CALABARZON ,PUBLIC,11,F,"14,674",Y,HUMSS
2019-2020,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,F,"4,554",Y,HUMSS
2019-2020,SHS, Region V - Bicol Region ,PUBLIC,11,F,"4,279",Y,HUMSS
2019-2020,SHS, Region VI - Western Visayas ,PUBLIC,11,F,"14,679",Y,HUMSS
2019-2020,SHS, Region VII - Central Visayas ,PUBLIC,11,F,"7,942",Y,HUMSS
2019-2020,SHS, Region VIII - Eastern Visayas ,PUBLIC,11,F,"8,073",Y,HUMSS
2019-2020,SHS, Region IX - Zamboanga Peninsula ,PUBLIC,11,F,"5,055",Y,HUMSS
2019-2020,SHS, Region X - Northern Mindanao ,PUBLIC,11,F,"5,840",Y,HUMSS
2019-2020,SHS, Region XI - Davao Region ,PUBLIC,11,F,"4,083",Y,HUMSS
2019-2020,SHS, Region XII - Soccsksargen ,PUBLIC,11,F,"10,067",Y,HUMSS
2019-2020,SHS, CARAGA - CARAGA ,PUBLIC,11,F,"2,559",Y,HUMSS
2019-2020,SHS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,11,F,"1,374",Y,HUMSS
2019-2020,SHS, CAR - Cordillera Administrative Region ,PUBLIC,11,F,"2,271",Y,HUMSS
2019-2020,SHS, NCR - National Capital Region ,PUBLIC,11,F,"5,244",Y,HUMSS
2019-2020,SHS, Region I - Ilocos Region ,PUBLIC,11,M,"3,099",Y,STEM
2019-2020,SHS, Region II - Cagayan Valley ,PUBLIC,11,M,"2,090",Y,STEM
2019-2020,SHS, Region III - Central Luzon ,PUBLIC,11,M,"4,784",Y,STEM
2019-2020,SHS, Region IV-A - CALABARZON ,PUBLIC,11,M,"4,531",Y,STEM
2019-2020,SHS, Region IV-B - MIMAROPA ,PUBLIC,11,M,"1,512",Y,STEM
2019-2020,SHS, Region V - Bicol Region ,PUBLIC,11,M,"1,974",Y,STEM
2019-2020,SHS, Region VI - Western Visayas ,PUBLIC,11,M,"2,684",Y,STEM
2019-2020,SHS, Region VII - Central Visayas ,PUBLIC,11,M,"1,928",Y,STEM
